idMovie,idActor,characterName
13266,1719,wsQP3PKJYyLIm53T7TQy
25553,1932,XQMAmT5ugjMUobAozBxB
25123,1234,D1bfOhU4U21zBpjErYPm
39549,1767,EFNIEo0n8N9LONs8cR7T
91107,1117,jaFIZYiFs3VpWdlTJmQA
65140,1073,zFIVZ4ZlXIxH9zMZfQpz
91593,717,fVbtil6KqD3lTTKjJbBf
52406,1723,zoUHqMNhKhfsgUGJ2FtI
51409,916,8PYg1tYQlpIP0t5hBbvA
70340,1395,xaO731LanuMUYE1J7O2y
96660,1774,QXjsGxJIBj3XKwq6zyjX
26663,1595,lQDblQrDncfRY7W6lN5i
20634,1518,rJLqyY9XQ9RCwMtAM8Th
6795,1366,3lFvQjmbfjynut6N6lsl
20514,1234,XmtM2ZW7jVl6lgpStGKy
38747,1909,0wNKYHhRHtUCQVovyegt
69355,129,lEe2KJbzbV7dq94zR8N9
45707,1676,xEbx01lclLPxphTn6VLV
92686,892,kvdKnIU2nXGS1BhDe2zo
4112,1469,BK4Hmxgxayor8FY6jBBj
66750,170,3gcmj2m9P8s8ythX8yQm
54897,1018,HhtjZjePuFsBZPcQk7dV
93706,926,ZFoXxqI4TQdUmdyH2Wrc
45271,1090,twbZdF6q32M2s0CMnmc7
97818,973,hm1KqgirXsGOxFo5Vy8n
93906,451,BNThlGWhOHviN94yV4I5
92355,1143,THufrGsFdSGK8RcE91dF
21664,1627,bOY0VFZbGzEERdDiAlXv
73543,543,RjCjnqmjd2oH1jhX3Fzi
83867,1761,eXyOG04bx1p36mVMDmsi
75649,1021,SKgP05nOY4EVkqjhkJnP
26434,769,fuyXR6GhnUpafjjBA5S1
86341,1067,RPkbTJzfJC3e5e01w1jI
39110,766,lbPqwH6CvrR25N4VBubF
73852,1104,iqc8BtTgURtlGtUDlaJe
10292,209,Ku2UtNwYbbDvXx9uJtCe
42710,39,OG9Me3S1l4e2XX48K8hk
27018,764,24M0C4Tga5yoQNMUTx0E
20714,1485,dKctepdltPGAocP4BYHi
21527,171,3yI3RJ1C8mu1EkHhFQrP
70682,513,c5Hcn9gyPsDprun3XchQ
33176,905,LDLk2AW5noEojWFU09ii
11315,443,VYLrLwNWiZElTT7OQGPU
15431,1719,GBgqaAAzcVYWP7qrlxjg
73960,1045,p7lN4rCi4HdCvHOt8XLF
17721,560,habWs3FmXU2tfCWnjr31
5848,1999,wK8GZrg0PfTwbTR8ERYV
47352,182,GWnyMxjSlC6e0lbt1eO4
21454,924,51jEl1ACBP8qmtMxStlp
24043,1152,WZ5oK72QjEWKrDDpsgpw
15180,1,ikB0OaxmyvGQvpNwoVYu
55125,1908,9IN3nCnS5u1HEN16VBR5
26719,1078,ZbbodvkuzrSHZLToFXLh
46292,793,17Zw8E2RWVOJXBtFprsU
60069,357,4EdMsG46ALefneiV2ljR
15981,1930,MFqP5EOGgmT2dFlicg6c
98600,1104,sehCsHjZsBgtiWowTNki
6078,823,wcff4fbGJ8nNxrYqxAQO
76828,768,BY4rBypmpKcH1a7x6gip
84565,1545,PnNJmoQXA61C8NbipW7y
71753,770,gA9qQBfqzCCgnYoW9ifg
24714,822,m8ddsfKB3jnaeEAIGiks
10167,1884,R29ALRqt4rx3oadYk6eY
19146,1979,wW0af14fqW780t4KNP7k
87666,258,Lfc8UgfMTn6GUVIkZ5dN
21312,847,CbPBOZpMZxNVa8HF89L9
62747,1718,1R1uI0gdaNSud10vTD5h
10362,192,l5H0mEXWd3blVBxJEXCU
57043,1071,TtNXNiYFgW8pz9xayB7g
7968,1621,sBmKbZstuQTeZgqawaPt
42111,769,0NX5aunkgj1IC43MEuFI
97959,577,uktQ7jQchZuSilpXuUsf
39683,1033,8DC92J33A6fDJvjrPbfS
16271,440,oHWtvN9Ktg5HHp07hWE6
26549,1749,JcJOpC4OYHVRD4BEsZ0Z
21921,567,qcCX1Gn5YbzW7GLY8EIU
10806,832,Sp0M5hk3kM2UwZdHpitQ
44536,192,KUKqkRFgJZSaq2GvDIP5
64549,198,ZB9IhLQyuOQY2H9QJnGv
76595,988,ftn6xTSQH9xRWdOjVjSk
84508,1884,jUuqS1pSDCkw31K9Q9Pg
16316,1640,cffO73hLRPl9arSEa16D
57576,1774,vVjNvStBz9pPUSJpDEjh
23983,828,rUfOaB8FQMMncLJDvik0
33998,318,ZPC1khESOrfolt08T7XW
12592,1874,oYMKF5TyeVLvcrT8q2lf
73183,9,sFnWse3xGy0yYlOyJ1Yu
93352,1103,e4099KHgnRpvyWcNQfay
37747,1113,vqAhU3rNLVABpaUHBS62
33504,1084,WsN0yhQP9TbRu8B2DS3J
39363,1475,YGnO6r7MYov3q16IXzd9
61049,1562,9NrPYMTHwndbOdv0FPpE
81086,750,jDzi9L4pZxvRx53h7q0t
1180,1383,AJDwdztDdkN75LvmVGIQ
74726,367,wJOZOYXbBHuVSeV6WtdE
88934,625,stCvwKIIx43AyWrq1rmd
33406,1856,xPdJO8vxM21dMtf1m9AQ
50652,1199,bDIwMCL9f8ZdXzA1oHJj
83227,1792,52pFz58LbgYnjZuMoK5M
47585,1169,r4KiyeqcPdgP0KvHXvC7
64464,1978,1WIiCXPdpLFllZCiHtIy
13095,752,MgVJFrSxsgLMgBzICmsz
23867,1195,z3ubObfPtGlKI5aVjFuH
96552,1696,nPHmX5C1Qz2qxJ2RxXo1
42798,1319,pZoQKr83JASaz7OqCH1b
25810,403,oRE6Bo6hKAifi15J4Nwk
88767,93,JUg2jQGWvkKdeG5y04uv
8244,1517,dOaUHTOGKeFZM8NEbBVU
63710,171,07vvlqNHr8aZd7S3kxjW
17800,653,UJarysOZk7vdjdQ0YiaZ
38545,1879,RLhIqPGSqmkn54nenvd6
39614,1257,8lfzobsAdSVdMq5Y5ZIO
6127,1693,WRvWfNT0EHN0UtkgwFYG
9812,420,QuQPDNxqbHf4v4PI8FVx
28464,1262,zOrWUYpwGv1PC7c6U3fv
56249,788,ZNLWPDnDK7ZIFFeKixSu
84814,1051,khEo4E28pPtunXdamXfH
57258,31,iw6P2diqdDPLuYjaNWC3
54522,1493,iGapQZTGdb6Zs7lcL3Ea
65668,420,lEpBNXrYyGOpktxcC9wE
93736,1153,mFBglk5x8tXn0NOKPU7y
86498,1119,ODteoi2dWBZTWR0kJGIk
92959,875,CVhl6SD93Ag4OK38LYIu
73582,136,yKqevTdouPBbxfImteHZ
41476,1405,V4qLy2lcUdwXEWeZUfHx
99325,820,kGg8GZYo93ihtfqeKWIn
4957,788,PRqzbknYu6AT3lProNiS
63345,1624,AI7aCM5O8dJxtTAV9j1G
92983,382,PJfsO87n4tatjji5Du1G
88728,42,4BVuUw2aQlLhBF6TGEBO
96534,731,m9jgTAfje70mIzqemQz5
88229,87,p6yrXR0Xrhga5JHX6T8V
67587,148,ICSljF5T2VgmkVQSAP2y
66834,1832,pSijhojtXd5ZQFXZ00XN
43501,1713,GrrrgP2OdlFaj37bnvGZ
90065,398,oC6wI7px7OkKbWtL7Bh3
71059,1496,8KhCUZlbRm3fDKbJKBgd
468,652,4niNLFRkdTECSSmRnIcU
94554,849,SoOA4FuDfU1CM1ryTAtU
39651,1771,82DdGH1zwo8ArrOFdm4g
78244,632,pYPN66BaFpdaxKsE4I7T
83182,856,wEvqNuV3nI4TXZiQ7lPc
77484,879,qrEPEK3l79hHTziSn0gm
78600,267,Py7DVejc3qM2iy66aRCi
39482,479,9CwO9b8XOiCdDqDbvdmU
37211,862,u4JLlG7NOAd3886ZeqpN
29481,1440,pwyJBIwdUttFnxtomuQd
72941,253,oYVq8nkdklVGMiGbPrP6
37685,367,KFlHQfh2Xmrvpc5p4lBw
2709,1375,b6I6b0d39tFHNTyjEppj
73495,1867,v88rDJXEDE1HvS1WKuSE
40887,26,eBM0NCOHRnuNeX493VL9
9255,1817,rr6YVyZzVgNKGUQf2Plx
80400,982,HC22UEe2EBHsIqYf9eGL
9274,156,cSURYRZXPyGRSsJasdLq
67389,1134,YVqMwIU9P0yosWNWGmVY
3909,608,QyFJb2c9gGVsOaJQCJyW
75676,1361,dyQYm5sHyb8LeB0gSW5r
10730,1836,5O4fGVkxqVIUPY88OTPs
95035,578,rTZ94peQeHPRBCS5LNOu
63917,184,oFiaQrl24ngExd7UyODU
23629,1135,fDtpkeg254255f0e0x4j
92724,209,2rSBJZh6QewIpiw79QN3
32426,780,9yx35APVVAePvWu0IWb9
11263,229,luk4t9URtUAIBz0zhmkh
65086,121,sMvM9Qgfgo7IiQHDFokS
64418,1212,C5s1LPa49SmSS9TThntm
96248,1427,O042TXsmaaxd5KmXuWvO
58466,870,YP8NmIAOKCU8cefn0rsi
20501,1498,CMuvmfdQzIWptC26r9MX
27422,1679,jwojNyfiK7FDHWp9ux5w
83036,205,HSARO1zncHTWI1pnXtj2
83872,749,n5OXI4CaCbO22vw7M60w
93322,1713,7VKzREniZ2mK0hYpUo9j
64442,937,5N6BWqgredfLP3bqNdOU
39355,317,1td0WHC93r5ae97hg897
88276,1667,651z3LGbQWFjPjB5Qe25
12045,1123,sceqpwOi94kkzGbuEQUv
2365,1553,wgZSG752LQurMWJaf1OY
85353,1706,OvrGOL67N8biinGvLH4m
23611,1169,DBraoyQrYhrSalwIIBlQ
1906,1089,FuzP35Jfa8BxUNwkaaCT
9071,1652,WbkFxP6euCsxKKs54QXz
67782,717,E7E6hBwVEWzulk5sS0cS
27940,10,OziwCXheu2delgaauEUl
20230,301,Y3CJfQSEO9BP52OR8GQX
64849,1859,59kaUvpgteJqqKOzcNg6
50892,1356,MFB6xmdNoSab0XKQYyyM
75981,971,EqIyj2kfNu1xRPHI29RD
63809,1730,6VX2cCt85sye1da2znU9
95589,76,yCJ7QVdYfmzs6MynUN7X
88037,920,6TeEMeoKsNVfXE5yDLdw
21114,1922,NaiNorZgQ9poKWN8CIFB
19517,666,ZjFaRE5zYbrS2da8j54C
29385,407,4Vw2Swyk7B2efaze9Uju
11229,216,VXVoLDmZkztZSOAycDpS
37393,1005,dIZ0PImV9vQjAtNMhxv9
20166,1708,xN4oejci4l31ej2Y7n8E
18464,1137,AdvurkIoHmZCqxBszbQV
31639,870,IqDSrCKk9ydWDAr76uPw
32373,1362,HrOzfl9IkJLcwJyTn1IG
25138,598,62iBJIuhKl6lb0TnUnpY
90840,213,bBf0qq8gyvadQAtnIxAv
67628,331,4ejdG04AhCsfwJHGQjvo
2819,1699,adaBUw1RxBsiFjyo1INl
62551,66,Bk0ZP6Jb6taFpbxBrAkb
70319,1917,KMkXk4PId9QODuMorljC
16699,125,bP40dGXgIjjqKcfeHgFL
44730,1399,HOi0aG89nhNe9aHCFEYE
2716,21,iwogGlcDgazOLq4OsG6d
58600,1524,9JFWIBLRo7DXs4uc918N
77505,1579,cpIUhm2b1dAWldc2Rd8E
76293,1226,KYzZHpE5pieQ9Lqo4bv4
14773,20,APGOD8nSegtzj1kjqdZB
24360,845,l5Quq8H1thxFbaDHF1CU
76692,1638,zPLZbb0iaymWMr5LrzX6
83972,713,Znv7vS2LOhBowzRjfNog
78290,478,902ciSWtloGu2mkjuMt8
12962,1884,aC6lqZBaChL2Ba77RfD2
37177,1945,MAbvIqjdaRzGrc7NEQHL
56372,142,hX85f6nJwx67VICjsJSD
62021,633,n23cs01NzyGP2hv8WF2J
16838,535,JTtiw3b3TBNJgBn22CUj
70772,1907,xg2F8KpLYNheBNiSqFks
32228,1442,BCGTUncZoyCUF6pxLjGW
30341,665,1FDtjybhZe5sxCNHoKZ4
46498,391,5Cno7WuagkV8DAWF3OGB
7486,753,C4i2qNF3zGOQdccHz49D
90019,1075,S0OJ8h9X5R2Bpby8i3ZL
14005,1376,MJ2ITxfBsGdNIsUm1PQZ
45488,293,yI7Esgr841z8opBxUMFC
98433,878,GphqINcjo2Ok33eIjtLo
47385,1219,VBw0C6uZbXn4JwnZpSzd
25954,1739,D8j0TPQFIrXu2NI1EPSO
94838,357,59s1qHukmRr0Hgt19HLn
1299,489,PW4NLsgzmHQvlIEtT4kK
90693,655,4iY0QxDXtxR7oYXx9MRU
37441,913,9rFp4CcapEQH8lJBjx4K
79010,295,1ZbI7p3EQkXP6lhfVDAU
75515,734,lArmvdXgSj61ndK3lIO5
52948,1644,6z31pu6t0c3egu0r8xX2
61261,1308,qAPC8FcJStN0DF0RUrIz
14779,1169,bXYQVKrvAZ9zjMrtCZIA
52303,931,4pFm7hb3JRoiyMSA3Nut
11062,330,hXYX31Z6Bf37bFvjztNm
67988,1812,caePoslSvMjrO7k72ifR
85640,989,gD2qu8P9trufqrLc24vS
287,1535,7B9V52294yI6mwm4aY2K
44398,1759,H1KaLx6VE0L8gsq0WtZA
1096,1684,sLYRuH9O1dQQDIAvzueg
63846,1699,4l12XIAFEwaLiY5mj6Fa
82218,1587,qi0rKVTSwWPwbKo2CHqb
28990,1281,EBuaALCqY3OgPPf7eaLa
88168,1360,1nq3D8eFxr5AYyRVi6Zb
92056,1114,KwBExWzTtcR8f7rbAXzZ
82163,201,SQsyoHglIhcRuEM243Gv
59317,1261,8xbBhINrYD21LU1qc4H8
63394,1572,Wcto7Pp1aGhEgfg94Pv5
18318,45,TCvDi2aS73GPlRJNujxA
70871,869,YYAKRkE3hNUfyieVb693
35804,1673,2iJqp6W78JCEPZwoZWg1
29583,691,lXzoTHEAynT6YayXG6Z1
45084,945,XoPUo4ZSR8ZBNBo6rdXV
54973,1013,N8w3QSciZhElqcACE5UF
51387,198,k1c2o63mcYIVwo7vGtd4
85468,1621,jLQy49sT0tKxGIpoZl3j
59960,56,BRqTRtQt7sLktA0JaltA
81430,1769,JuljsIUGVL9epqtdd6xQ
70223,112,QeTfqFmextLDmAOLHIzj
15845,1440,pR6yC28ovPIi9QgbhwWQ
63728,1138,MTteBYV1Uu4xTYs1g5mY
55872,1359,qQdndVR6a1eviq1UJysU
45633,644,VCONCpmgUIBGUv42yZAt
19233,1927,eSzOvnFJYJqzJC7NEsJI
79030,762,Unct8jNNBWUlVyEV2Jw0
25924,606,6WUaaRwZD4Q3ojKuQ6ao
18830,84,103tfgJNbu7OgNALPTik
89353,458,BzfWzvhyO7nWRsQr8grS
23160,1770,sbcPykXwXyFY4M7tEr1A
32465,1172,2Pi9Bx0k9lcJgWlqij2o
29562,114,tkH1Peqs4kpbFmySDdUY
26638,111,0r2V3r4H5BMZpvAwuQit
47904,1777,Qj97dfprFsmOD4ObC7Ai
25412,695,9WDcMsAVhsv7JcpIXpVE
15077,1012,UFpsS6Ubbkjm335Fwwiv
32832,1985,LdaY3tmd7YccExtwgW99
97661,572,cq1WFMUbklAlpDTwJQ9g
24138,1672,R6ILmmlCgctzTZtcwJBa
847,1910,IKIMwwYFsZnz98cMEift
95449,1797,nRcIkPStJ04htc7UMI96
97618,1797,EuReECtxw85qtbV1C2mZ
52507,503,dlm47ndxNHBnNA5PoWF6
77055,883,FYBnOr2ZCfsGWwtfZUph
54725,609,OdsT39JdEtcnx1NEnlVQ
49238,655,4eXMKBlWmucqr9Gvi2Y1
5255,77,qtxz29XG2gRSYNwnpEHk
58391,1582,QAv3kf3Ta97L7R2hROlf
64083,416,w2j3O1eQxO7uij5GDqVP
92754,121,5IDdTm1mhucKRDUg15pj
55008,1902,TVOFJU5migk3my7qtpgg
37590,864,w7REo1DtNmtCo3FivvHr
54586,8,WT2WIhgNeW8fMjmvEWNb
40144,653,1oiwGwQOoJPserjQH4NP
5283,939,PiMnQ9pp3tk2JmHExTVv
56088,1192,Gya6AL3ag0giqSd1ZCJi
16565,1288,4wwejeSZZS1bP7vcpPOQ
35166,1576,UYikgHLUTEu521wAmbk7
43848,297,mxra5qFbfWtxFusR5oUy
23076,340,lBlMPn87y1TwHmukXXpE
51492,240,QM0OgNYeM2bEtzp8BIJR
35033,1046,H3fAq1vGPKdQM6plIFc1
73245,1622,UT0xZfr2Uz0FUYwRQ2xM
73789,563,kuv5JWX93JgVzimArqd4
69609,1483,yHMDoSKzFHffYhz7ZEfM
13529,1493,ahcUgZszY9DTkqVoSQab
10214,191,Eev7WyxbaCUepxlgbQvT
25424,1802,34VHhREhFsT9dPXatJ9j
63968,1792,hRqUYlghKt4JMyTxBDhK
34733,1019,Fs1BibuxkxJmENEm54Vk
52870,214,QLCY4ZKPqBGfSEcGcrq0
72844,1046,RsCLekiQkDyr7IUNNlad
19536,1958,G95MMi3rbOIgpwTkQgT5
94093,1602,LBMnh8H48VWonDMyJdto
43248,186,K2gv0Wqwf5fWuFNA62c0
65585,1529,mkui73jSOqhT4wMWRP7T
97758,1283,CMqaW10bzUEuTx09cR1U
19640,1034,jfmdiDAvTpBGusPOoRKc
84363,1190,nFXDik9S8hP0cDIHvOx7
95225,1633,jImoeYE1ebIbenqbJdgT
70000,1616,Nnxftd04UJXTmQKc2GsU
96025,1804,UuO2uTFW3HIdIh98Pxkc
11258,1537,0y4DcO9OE4v622GhrFLa
54303,144,czS9K5Q7SV4XfvujSd2J
63917,814,Qo5mWi5qx8dCSuNX7Dm1
67592,1044,WHywEdngzi6qfzliXRW0
91507,611,53DVJCZyMXwzyWDyPF2n
95568,1032,AWMkBneRZDdDkbiQidOQ
2382,1139,FxiCzO0V9mrvy06mxH9v
44768,1485,fwyzghbNVCaVWkcGixLk
10125,1327,Fw2BWJJUpGQ3ZRpHaCvQ
94454,1359,2qIRRCY7TkmNmZEFGPrd
76078,663,KZxl1pbSBFPEUJ4I1cLH
80337,1116,zSU9bgFrZCVCplNe4Mq4
40161,1270,IHhpMO7zhHYVRJ3Nfzxs
48722,573,Hl7Z89Q3e3FMTxMyNU8c
68578,1448,KNVbeHnIkeJJBZ4cpZIx
83679,1021,XbL4pwcLmKZ2Bf37ox38
81567,1408,Yvx9EPtfEkTu8Etq8hAT
10995,1930,AGU5xMxZRgHr1Tn44I9i
75803,1070,VLfFTv1a9MSNfZq2FtFF
12844,1308,ht0zxuMHn5hqguTZiRe8
24366,1306,gRrWuNgrAwKAcbdzzMAZ
46361,1369,gjkFj1DqOmB8CM7x9igV
59032,320,43rhINu13OnNnybXMBGu
18800,534,wdYBIGukG7yfwyTjZSdX
98150,594,d9nlmdpcX58bik1jSHd6
45725,1183,BIVpV1ZyH8nomloisplC
74972,42,mmrIuxYkzSC6aLXZxc0I
62653,2,i7rwzQRGV7YBXTQUmMSs
55497,1100,k503JIoczRhYtV99QKVO
2557,957,LPS5IUbRGZcdXVCHuefe
21814,489,xlkgQiCTzjgGrZSZZ8rx
43959,1617,vMvZRTTsludDOnYd6DWY
54473,1807,xq8qN1x89YQSj9AqxVWY
39,1260,Lo9quxHmKYoOKsCYFZLm
50599,544,fe3QQgwSdZ8HvZyuyHjG
3497,1213,MJ2oBJXI2kmEwb99hnU1
12576,24,ihlDiD8yUoo4jwEFkaCa
88740,1182,ZSCPZdg8vnKrLKlPG3Aq
88293,1987,pqlpaWA3rHWm8EyzcXup
88599,778,dACPRAYVB988b8UpVX2D
24442,1021,wsJJFWUt0vn86ZH8YQxL
27815,723,Qe8gVPT2HDW8gvSkzDVU
22048,1997,r3uprTPWXKUGynTj1JaV
81875,1074,b2cGZXyw6Xb4LDn5a3oK
75288,253,c3l4HuKRG2ARO315n6f6
63823,623,oZNT1GZSXbT7tarfOQs4
77811,681,5mJwD9RivexXyvi226hR
67852,1518,0FmS9QzLU4AdkIk72KPa
21415,1341,cdgKjvvNL9uDHqwIw0GW
29652,191,z87qV0ypS1B6Mp9RUaAh
52889,1735,kvw7XjL7NAnb2JikSjWh
16542,1164,N4IS8JrZ45rddb1WITEF
78841,601,LKiDXH57mMAPpP3MZlla
72878,597,rnI0XRTwlcQktZbIkcsf
26223,1344,yZaw8atsBEbjuY19fAuE
49273,148,aAB8z801bs108BYj0MX6
58279,1040,0w6YJKvS9m4W9oJMONeh
65278,486,I8tbICCXXZRJPCHfSZBY
33642,1099,kHteDf7RHfBLNe6oI3xa
19156,499,9s8i5XNPLa0n9WIyt4Fi
10539,595,2ElV9Qxg71phwPT1Bbtd
55120,1832,ENUevxpVyRy8TE42CsZr
1964,314,3xDdPPwtYEzv81sPSUcV
73516,1494,NOfxmF2dqxt8xiif0b1P
10499,157,KLkCGUKPNz2cDVMOYYqg
50861,568,a40ORS6oVKaTg6Hh27kj
57701,1320,K82AlviPg2rYF2nPYdkY
7073,287,5ASJSVeN5EljfufYppa1
77852,41,Ij5REt0VUnlrlOYY9SuP
83955,1527,GqgufO7IFzHVfEUsLgoP
7929,720,gdW6X42wl7FvGx77ItCp
67444,430,lp068YFol8cA7NuLn4Ut
8941,1260,P5ik82QMwWNgoh9fpqSz
19450,1138,5GDSZBApFeph8RNxEBTG
8916,1742,xbj0TD6TNfA1H3oRzobY
51315,1965,FFNlkh8Uuilorct6AaVb
11917,1758,3SRgqxejBnLBQbt2QeLN
45305,1217,DtIJlrok2AsafL3gc1CT
77048,1690,d5fhiM7Wb57PLRJ2CxKp
47829,448,WRBbbprOR3Lu680jPHpU
78368,380,BEXANTNSvMr6fkBD5gBn
93707,850,YkHQX4g9rg2BEkjpGaad
22353,1542,E2fNgqNwbrr9E4A7Z37F
86386,1366,GyQhivrctPjeTJvJ5kkq
16408,234,DTw6ol2clNkrrWNpmt9B
98291,529,t6qrPjnMNeNBW3ZKLDoS
5842,770,JnVrZ4emOkgBiWo8jKoA
58059,997,AuFVLy8ThX6ArHFoVlK3
7046,1980,R4tnVH139hyWXsOGVzjE
57799,1764,KufoKNEMou023Ozn5JJ9
93317,453,mfbl0ngxVM7k6QlIIW8M
58151,1977,AZgvRLf43V5KooDuDGA3
4665,1501,eqhEUPmRd0BiR9BmXYeL
79039,1739,Fr1XH1AShKujaMjp6uDQ
83410,1717,lqlJ20QIkyiNU6cN9T47
8273,75,NhHDu4ZyVgnUiZS144Bl
22338,1747,hJ2XOfCaKaqe90xsAaAD
61400,1259,ywDRnnEQoImyYcdjXtbb
42273,823,oP86wqNM2zMVxXVA3tsS
50199,348,SMc6CwkFjiZ9eiKMOldY
29050,1464,FFZa61gxRz6JX9AYYSSg
27294,1595,IjCbETYnCIr0cLkTJfOC
32647,631,kA5j76heoyGMzhfGsEmG
76067,273,ET7lObA8pFnnTiwRoheh
98,241,7yIcrXJr1ITC0wRD0dTS
42117,1939,nCRg5qYzaEOoVVRaxvBN
80514,1554,39xhMSNGlSSpLmWSskFH
97257,748,eWWi2xxpdj85ss3U0XxA
50825,1198,cb4CelhQU3UMHN3jPTsT
92778,1985,ZYiCHqilMcHyWyEFn2Ac
42102,1539,cZlwbd4DVTAudopgKzqt
97519,1671,oeuliooiJ8rCpkcmgKGT
33021,196,Rbqn2sAMHy3NmbAuUFjv
3630,400,ZoyfyvNYSnNuz9JRMfMv
37761,1280,hSVR2mXxWJwHwme8KD7y
98576,1010,yRZMfHbjdwsDvpZt8ixv
43217,706,UuGIN3vC9jbhBUKskaPV
28624,61,3n4uSPhL6bl5lcxbOjQF
66051,843,ARijNds2pnegGcad2zhs
82226,1213,vnKho87SY8jeglomb0AT
90144,148,9XsanNvoitTsTPZ0HZ3q
92809,270,SmxUFLUNYnJtE0MtgONv
80963,1798,Z9dKKI5t5wXVHN4Mrc8K
39820,1101,IuikKCnQIhL0jO6Bml2s
25911,1355,XaUI61oJ8aMnJ0ErV97R
7687,577,YySCp9qVqyQIcItWMIXg
66716,1362,B4QgRb8ng4NIw3vtnMUd
47886,1805,5r59eWG6z4iLwTanMEO5
52726,1779,qsVasVtHI1siOMSx54pF
8591,341,BVZWQYccUBmwatYRVLix
27511,182,XwFNriSa70qtxIxI5tbV
16769,177,HLyxIVnjWRFqe7vg3E98
77354,1710,SeXESUHejstalUS9f8sg
60310,189,YztMrpHrgfoSic5yU6lO
81440,1680,9p2mAzA8L1T56dUdW4zs
87788,118,ME2JIGrVPZg0QC0fjeSD
82190,602,bKNzVHJnpZ57gfbv4vUA
21713,452,X2Ojcp0jIZ061D2X3sMT
40859,682,8sTFAqA1rO4oksM71ozg
42708,122,PTwDAtxVD5gqO8tZRWG9
24657,1746,hIb2GOqnanRUG4Umdq6y
44259,1217,nkBSGY0w6SPaCzdh3F04
89487,923,srAUdfhiUf1XTE5nmLpi
50917,249,F95qAnVwfyY49GlZvrPn
57745,1179,0yM9h5kyDd6FdyZt0hoM
79424,1499,skHRlxHeizAiKPNMG61s
6255,1219,FPrvJ6oLl6eFluUZ5zrR
72181,1736,39jO3UVw4RJPe5F2Yxgl
86008,1892,aGYKIfx8r3JvwYJWHoFr
21298,655,1yMqjpq33lru0y3tDzct
91181,1655,uDi3c7e2SVlATVUjCYiL
40193,1272,FS8tjQKVzQWgb3aQPJPC
61334,1845,a89XcYuXRxje431Qoyhw
84172,391,DtVW0xBHztp7qQy5LhcU
46751,1351,97qIlBqJow8Hr6Za7CcC
37781,909,N6QDCn23fSwwmpiFc0jP
3741,1668,8a5w8sDAFhF7FprouUvd
70062,188,MSJbVaqCxdfdkadb0j2O
21996,1224,ivCA3f7dnoKTuWwAqKUz
55453,1392,C0s73uaIOd6VM3ux9k2z
27185,1624,OSQcw1YGDSoAQojyQY82
29046,1968,vB7pzngXUMa6fMwRN8hK
73175,1544,WI0LGajar7wv3fmz5PPR
92441,1175,kDYunit1uB9YI55tWR4e
2185,247,AYnVBaku7YageeaZ6Ih3
38714,535,XQ9vYZsgBeC4XpCejIc1
12923,343,8BtpbB8B65JNjv7yQujU
9778,393,ivZaTLhWkcFQD80fKuoB
2004,136,3PLUL2BkLpidIkgAvfAV
57458,1576,pfzNmS4OP10fIaldAqen
50659,247,lpBz1NMVE7kPJzGn8zxG
71475,260,B4Vq6tBXGBETsKQEDXVS
34170,1331,Gt2chzH3zjYRrqKSlzhh
74824,873,wVDEyX7OQr3tl1CorSzH
17341,906,9fOKdGvGYZMX3bkMZsOs
67955,1615,fBI7wgrTwc8dNav20Rgg
82820,1000,QZS0BjLga16GeUJmfdla
12573,753,BvhAQvHh9f5Bw6vjWQdR
58923,1420,9BpA4oGvzQV7176VritH
5691,1035,ROWSkDbyrjAEDYSn2kiO
29271,728,PGbUlskcn62Ll8qQfpaJ
98226,1379,k2fG7K1UKhbkBJojoCAB
28567,1135,Tgqit5qiLJTkaRflOYm2
34341,1057,CAeWYkq1SriE2wdWStxW
25487,667,cnbF5okUZ5pEirG7xwUG
67354,1728,vPzAXLIaiJTFkJVROUJt
71140,457,WNen1sXLFxJzpp7FGZgg
99820,1595,sV3OkLRCZhp10411RknY
16548,927,woFrSKwYXa3wnrhj3IqY
88971,1977,Qg9t77LgBcMy0blQ3Y81
31606,318,m39Rfzs8KO3X3jTWclap
18710,1034,UJrDEwfgbx9XA1Ba43Pg
54356,646,3lOam8DERx57TrgAm65D
45952,13,6hbLhBuq0qmT1JatoLKK
38778,743,4FdNehLjFB83xKFli7Rf
68777,823,gCsBOzgrjqHmQCpJ7Y6L
15091,1131,HZxuNaYsuiJViNg5fe3S
63146,1340,MS2JXPGHAGu8bfomQ0sr
38161,399,6zRC2RZ9ktDVBzFVChfw
42135,1385,3xwFkcMnDFldPX99ocSi
9185,247,x4rRdA2eMYKIY4TRy2eB
55021,1275,OTNEZA8CGHzyne4Zhpuf
30488,1770,B80Uvpu8raHP9Ahv2zPM
4255,120,ODDHRYzbGVWzT4cD8anq
32186,1853,GkECkl80vPeRCDC4p1HT
45381,1246,qxv7kwLf4CVXf6d7CHHE
23605,355,R4MSuVr0tSjseAMmXqFf
1731,76,TWGrhYZi9NDgpVvy53mT
16504,1350,6heSwTRsHjcYdgYeDW5z
4732,249,sLVdAL435r7MUO26JbXj
77197,1222,sd2hPQgW1YNjQbJbA2u2
84381,1873,viqpxp3OP0JCQMJkZtgc
89264,87,uofmTFAbao8Chq0XB75e
42995,348,KY498bxNMoR1XQTAYOLv
17744,1419,mL7htDujE46Vqg4SNFQK
81008,269,AZ2DMM5CSinNR9rC4cVW
69537,561,oHRNx562AXmANwvpdiML
